id,job_title,skills
566,Social Care Agent,"['digital content', 'video on demand', 'social medium', 'write communication', 'call center', 'integrated', 'economic', 'adapt', 'inquiries', 'information sharing', 'troubleshooting', 'professional', 'positive', 'research', 'communicate', 'cross functional teams', 'english', 'prioritize', 'multitask', 'schedule', 'adaptable', 'hootsuite', 'zendesk', 'disability']"
567,IT Hardware Officer,"['computer engineering', 'computer science', 'analytical thinking', 'problem solve', 'software development', 'computer hardware', 'electrical system', 'memory card', 'computer system', 'product design', 'smart device', 'manufacturing process', 'circuit boards', 'systems data', 'performance tests', 'collaborating', 'software developers']"
568,Telemarketing Specialist,"['business development', 'communication skill', 'negotiating', 'english', 'bahasa', 'non', 'marketing business']"
569,ACCOUNT EXECUTIVE,"['entry point', 'human development', 'consulting', 'operator', 'integrated', 'logistics', 'sales', 'remuneration', 'english', 'communication skill', 'wide network', 'targets', 'execute', 'logistic', 'information application', 'registration', 'recruitment process']"
570,Creative Director,"['adobe photoshop', 'adobe illustrator', 'adobe flash', 'design portfolio', 'pdf', 'integrated design', 'advertising', 'work environment', 'self motivated', 'eye', 'communicate', 'reliable', 'creative', 'conceptual', 'translate', 'graphic designer', 'multimedia', 'audio visual', 'final cut', 'file']"
572,Specifier Project Supervisor,"['project proposal', 'civil engineering', 'business acumen', 'account management', 'sales', 'civil engineers', 'hub data', 'data centers', 'exhibition', 'tracking', 'targeted', 'construction', 'structure engineer', 'presentations', 'structure engineers', 'marketing manager', 'internal sales', 'sales managers', 'communication', 'stage', 'related industry', 'technical solutions', 'english', 'presentation', 'communication skill']"
576,Business Analyst,"['revenue growth', 'business strategy', 'customer experience', 'business intelligence', 'business intelligence tool', 'technology solution', 'customer success', 'growth strategy', 'marketing analytic', 'google tag manager', 'digital medium', 'visual analytic', 'customer engagement', 'e commerce', 'crm', 'funnel', 'data sources', 'data', 'operate', 'data audit', 'data set', 'system design', 'system required', 'engagement strategy', 'plans', 'dashboard', 'plan', 'collaboration', 'services development', 'collaboratively', 'consulting', 'system integrator', 'hubspot', 'google analytics google', 'platforms google', 'ads', 'customer journey', 'dashboards', 'google data', 'data studio', 'analytics', 'postgis', 'finance', 'banking', 'government', 'consultancy', 'english']"
577,Senior Account Manager Corporate,"['account manager', 'minimal', 'sales', 'manager', 'target oriented']"
578,Warehouse Keeper,"['warehouse management', 'erp', 'statistical', 'operation', 'office software', 'new product', 'numbers', 'work', 'english', 'schedule', 'purchaser', 'planning', 'management recording', 'corrective actions']"
579,Logistic Supervisor,"['warehouse operation', 'logistic', 'supervising', 'communication']"
582,Accounting & HR Manager,"['tax consulting', 'tax compliance', 'human resource management', 'resource management', 'problem solve', 'microsoft word', 'microsoft excel', 'accounting', 'manager', 'budgets', 'filings', 'manage train', 'finance', 'accountancy', 'banking', 'manager managers', 'leadership', 'communication', 'operate', 'english']"
584,Senior Graphic Designer Ecommerce,"['e commerce', 'english language', 'image', 'visual', 'planning', 'creative', 'multimedia', 'design software', 'skills basic', 'copywriting', 'supervision', 'schedules']"
588,Digital Marketing Manager,"['digital marketing', 'social medium', 'corporate communication', 'press release', 'digital content', 'graphic design', 'social medium campaign', 'digital ad', 'email marketing', 'business requirement', 'verbal communication skill', 'online marketing', 'time management', 'brand', 'manager tasks', 'translating', 'planning', 'creative', 'writing', 'captions', 'ads', 'coordinate', 'flyers', 'catalogues', 'collaborations', 'key opinion leaders', 'supervise', 'outsourced', 'whatsapp', 'english', 'best practices', 'managing', 'wordpress']"
592,Account Manager,"['account management', 'manage account', 'training and development', 'computer science', 'information technology', 'marketing software', 'software development', 'sales', 'manage', 'leadership', 'plans', 'targeted', 'plan', 'engineering computer', 'telecommunication', 'business management', 'business studies', 'management', 'finance', 'accountancy', 'accounting', 'sales cycle']"
594,PHP/Laravel Developers,"['php framework', 'version control', 'control system', 'web development', 'laravel', 'sql', 'object oriented', 'communication', 'prioritize', 'git', 'write', 'maintainable', 'debug', 'best practices']"
595,Mutual Fund Business Development Manager,"['mutual fund', 'investment', 'high levels', 'budgets', 'accounts', 'value adding']"
596,Programmer / Developer,"['front end', 'back end', 'bahasa', 'javascript', 'database sql', 'english', 'reading']"
597,Hydro & Climate Land Officer,"['soil survey', 'remote sensing', 'hec hms', 'hec ras', 'google earth', 'gis', 'qgis', 'water management', 'arcgis', 'autocad', 'dashboard', 'bahasa', 'crowdsourcing', 'programming', 'recruitment process']"
599,Sales Manager (Surabaya),"['time management', 'problem solve', 'business development', 'execute', 'sales', 'targets', 'coordinate', 'bahasa', 'freight forwarding', 'communications', 'planning', 'manage resources', 'manager', 'marketing business']"
600,Sales Engineer,"['market share', 'microsoft office', 'teamwork', 'new product', 'sales', 'electrical', 'automation', 'motorcycle', 'c', 'instrumentation', 'added', 'communication skills', 'maternity']"
601,Management Trainee,"['cash flow', 'management', 'target oriented', 'acting', 'survey', 'accounting', 'sales']"
604,Senior Account Manager,"['business strategy', 'market research', 'marketing intelligence', 'sale management', 'reporting tool', 'google workspace', 'account manager', 'long term', 'sales', 'targeted', 'source', 'forecasted', 'execute', 'instrumentation', 'session', 'customer requirements', 'schedule', 'forecasts', 'communication', 'government', 'presentation', 'analytical', 'hubspot', 'english']"
605,Operation Manager Bulk Carrier,"['safety management system', 'management system', 'analytical thinking', 'ant', 'certified master', 'operation manager', 'manager required', 'docking', 'management', 'operation', 'leadership']"
606,Area Sales Manager Kendari,"['promo', 'sales', 'brand', 'image']"
607,GENERAL MANAGER OPERATION,"['cost management', 'resource allocation', 'regulatory requirement', 'production planning', 'supply chain', 'customer satisfaction', 'product quality', 'electronic engineering', 'industrial engineering', 'injection molding', 'problem solve', 'operation', 'strategic plan', 'targets', 'planning', 'budget', 'manage', 'employer customers', 'communities corporations', 'governments', 'long term', 'manage production', 'operations', 'execute', 'sourcing', 'material planning', 'quality delivery', 'plans', 'quality product', 'operating budget', 'corrective actions', 'operation efficiency', 'electrical', 'mechanical', 'manager', 'management leadership', 'communication', 'negotiation', 'leadership', 'english']"
608,LEGAL CORPORATE,"['microsoft office', 'bahasa', 'english', 'leadership', 'teamwork']"
611,Petty Cash Staff,"['warehouse management', 'petty cash', 'logistics', 'accounting']"
612,Technical Sales Executive Pharma,"['pharmaceutical formulation', 'r', 'sales', 'pharmaceutical', 'biotechnology', 'networking community', 'communicate', 'english', 'leadership', 'license']"
613,HR Manager for Ecommerce,"['system integration', 'process improvement', 'human resource policy', 'change management', 'technical documentation', 'computer science', 'information system', 'personal computer', 'act', 'subject matter', 'human resources', 'operations', 'processes systems', 'revised', 'communication', 'translate', 'controls manage', 'coordinate', 'communication skills', 'developing human', 'software applications', 'database management']"
614,Assistant - Plantation - Penempatan Kalimantan Tengah,"['agriculture', 'aquaculture', 'forestry', 'non']"
617,"Area Coordinator (Balikpapan, Medan, Pekanbaru, Palembang, Makassar, dan Denpasar)","['plan', 'manage', 'operations', 'targets', 'parameters', 'coordinate', 'supervise', 'plan develop', 'employee performance', 'business reports', 'communicate', 'business plan', 'operation manager', 'adapt']"
620,Accounting Staff,"['payment processing', 'account payable', 'account receivable', 'organizational skill', 'computer literacy', 'time management', 'erp', 'managing accounting', 'finance', 'professional', 'accounting', 'added', 'english', 'financial reporting', 'analytical', 'adaptability']"
621,HR Staff,"['human resource policy', 'business administration', 'write communication', 'organizational skill', 'computer literacy', 'hris', 'procedures laws', 'schedules', 'coordinating', 'onboarding', 'management', 'psychology', 'verbal communication', 'communication written', 'communicate', 'adapt', 'teamwork', 'research']"
623,Danamon Bankers Trainee,"['toefl', 'toeic', 'transformation', 'persistent', 'resilient', 'analytical', 'communication']"
625,Financial Analyst,"['financial datum', 'credit report', 'market development', 'capital market', 'credit rating', 'analytical', 'research', 'writing', 'comments', 'presenting', 'issuer', 'issuers', 'interaction', 'managing', 'english', 'banking', 'securities', 'adapt', 'prioritize']"
626,Personal Assistant / Secretary (Mandarin Speaker),"['detail orient', 'english', 'personal assistant', 'multitasking']"
630,Junior Web Development,"['source code', 'version control', 'activity sequence', 'web application', 'relational database', 'database system', 'network diagnostic', 'html', 'css', 'case', 'programming languages', 'php', 'javascript', 'codeigniter', 'laravel', 'bootstrap', 'react', 'vue', 'mysql', 'jquery', 'ajax', 'git', 'entity relationship', 'diagram', 'flow chart', 'mapping', 'modelling language', 'unified language', 'language', 'flow diagram', 'analytic', 'security management', 'session', 'management', 'analytics']"
634,Frontend Developer,"['web application', 'responsive web design', 'web design', 'web usability', 'user experience', 'html', 'css', 'api', 'prototype', 'javascript', 'compatible', 'semantic', 'high performance', 'integrate', 'web technologies', 'preprocessors', 'sass', 'git', 'workflow', 'design patterns']"
